Domain,In-demand Industry Skill,Demand Level,Source
Soft & Employability Skills,"Forestry, and Fishing (70%) and Accommodation,",Very High,WEF 2025
Soft & Employability Skills,Telecommunications forecast fast growth in the,Very High,WEF 2025
Emerging Technologies,Increasing skill demands in environmental,Very High,WEF 2025
Emerging Technologies,"Chemicals and Advanced Materials, and Information",Very High,WEF 2025
Emerging Technologies,"Technology Services, each experiencing declines",Very High,WEF 2025
Emerging Technologies,"Aerospace industries show the smallest declines,",Very High,WEF 2025
Emerging Technologies,Core skills in 2030,Very High,WEF 2025
Soft & Employability Skills,"Moreover, leadership and social influence,",Very High,WEF 2025
Cybersecurity,"Meanwhile, networks and cybersecurity and",Very High,WEF 2025
Data Science & Analytics,"Resilience, ﬂexibility",Very High,WEF 2025
Soft & Employability Skills,Leadership and,Very High,WEF 2025
Emerging Technologies,Design and,Very High,WEF 2025
Emerging Technologies,Service orientation and,Very High,WEF 2025
Emerging Technologies,Teaching and,Very High,WEF 2025
Emerging Technologies,"Reading, writing",Very High,WEF 2025
Emerging Technologies,Steady skills,Very High,WEF 2025
Emerging Technologies,Emerging skills,Very High,WEF 2025
Emerging Technologies,Out of focus skills,Very High,WEF 2025
Emerging Technologies,Skill differences between,Very High,WEF 2025
Emerging Technologies,NET skills inventory:39,Very High,WEF 2025
Emerging Technologies,"Manual dexterity, endurance, and precision display",Very High,WEF 2025
Emerging Technologies,"Drafters, Engineering and Mapping Technicians,",Very High,WEF 2025
Emerging Technologies,"Electrotechnology Engineers, Mechanics, Machinery",Very High,WEF 2025
Artificial Intelligence & Machine Learning,"Repairers, and Solar Energy Installation Engineers.",Very High,WEF 2025
Emerging Technologies,These findings underscore the importance of,Very High,WEF 2025
Emerging Technologies,Importance gap,Very High,WEF 2025
Emerging Technologies,Proﬁciency gap,Very High,WEF 2025
Emerging Technologies,Curiosity and,Very High,WEF 2025
Data Science & Analytics,Dependability and,Very High,WEF 2025
Emerging Technologies,Empathy and,Very High,WEF 2025
Emerging Technologies,Motivation and,Very High,WEF 2025
Emerging Technologies,"Reading, writting",Very High,WEF 2025
Emerging Technologies,Service orientation,Very High,WEF 2025
Emerging Technologies,Technology literacy,Very High,WEF 2025
Emerging Technologies,Drivers of skill disruption,Very High,WEF 2025
Emerging Technologies,Technological advances are expected to drive,Very High,WEF 2025
Artificial Intelligence & Machine Learning,Generative AI and human-centred skills,Very High,WEF 2025
Emerging Technologies,B O X  3 . 1,Very High,WEF 2025
Emerging Technologies,In collaboration with Indeed,Very High,WEF 2025
Emerging Technologies,Economic Forum’s Global Skills Taxonomy and,Very High,WEF 2025
Artificial Intelligence & Machine Learning,GenAI currently remains limited in performing,Very High,WEF 2025
Emerging Technologies,These findings underscore the practical limitations,Very High,WEF 2025
Artificial Intelligence & Machine Learning,Where GenAI demonstrates higher substitution,Very High,WEF 2025
Artificial Intelligence & Machine Learning,"Furthermore, GenAI shows strengths in reading,",Very High,WEF 2025
Artificial Intelligence & Machine Learning,GenAI literacy.,Very High,WEF 2025
Emerging Technologies,Low capacity,Very High,WEF 2025
Emerging Technologies,Very low capacity,Very High,WEF 2025
Emerging Technologies,Moderate capacity,Very High,WEF 2025
Emerging Technologies,High capacity,Very High,WEF 2025
Data Science & Analytics,Artiﬁcial intelligence and big data,Very High,WEF 2025
Soft & Employability Skills,Financial management,Very High,WEF 2025
Soft & Employability Skills,Quality management,Very High,WEF 2025
Emerging Technologies,Operations and logistics,Very High,WEF 2025
Emerging Technologies,"Teaching, mentoring, and coaching",Very High,WEF 2025
Emerging Technologies,Geoeconomic fragmentation and,Very High,WEF 2025
Emerging Technologies,"Increasing geoeconomic fragmentation, coupled",Very High,WEF 2025
Emerging Technologies,Geoeconomic fragmentation is also driving a,Very High,WEF 2025
Emerging Technologies,Slower economic growth and increased restrictions,Very High,WEF 2025
Emerging Technologies,"Ongoing demographic shifts, particularly aging",Very High,WEF 2025
Soft & Employability Skills,Increasing demand for talent management and,Very High,WEF 2025
Emerging Technologies,"Education, Sales, and Hospitality. These trends",Very High,WEF 2025
Emerging Technologies,Reskilling and upskilling strategies,Very High,WEF 2025
Emerging Technologies,"Having anticipated significant skill disruptions,",Very High,WEF 2025
Artificial Intelligence & Machine Learning,"This section explores training trends, how",Very High,WEF 2025
Artificial Intelligence & Machine Learning,Training needs,Very High,WEF 2025
Soft & Employability Skills,"Insurance and Pensions Management, Supply",Very High,WEF 2025
Emerging Technologies,Share of the workforce (%),Moderate,WEF 2025
Soft & Employability Skills,"Accommodation, Food,",Moderate,WEF 2025
Emerging Technologies,Automotive and,Moderate,WEF 2025
Emerging Technologies,Information and,Moderate,WEF 2025
Emerging Technologies,Future of Jobs Survey 2022.,Moderate,WEF 2025
Artificial Intelligence & Machine Learning,Chain and Transportation and Telecommunications,High,WEF 2025
Soft & Employability Skills,"Industries, such as Telecommunications, and",High,WEF 2025
Emerging Technologies,"Information and Technology Services, which",High,WEF 2025
Emerging Technologies,Would not need,High,WEF 2025
Emerging Technologies,Would be upskilled,High,WEF 2025
Emerging Technologies,Would be unlikely to,High,WEF 2025
Emerging Technologies,"Upskilling and reskilling outlook, 2025-2030",High,WEF 2025
Artificial Intelligence & Machine Learning,Funding for training programmes,High,WEF 2025
Soft & Employability Skills,"Accommodation, Food, and Leisure; Government",High,WEF 2025
Emerging Technologies,"Personal Services and Wellbeing; Agriculture,",High,WEF 2025
Emerging Technologies,"Forestry, and Fishing; and Automotive and",High,WEF 2025
Artificial Intelligence & Machine Learning,"Funding for training, 2025-2030",High,WEF 2025
Emerging Technologies,Funded by own organization,High,WEF 2025
Artificial Intelligence & Machine Learning,Free of cost training,High,WEF 2025
Emerging Technologies,Funded by government,High,WEF 2025
Emerging Technologies,Public-private hybrid funding,High,WEF 2025
Emerging Technologies,Co-funding across the industry,High,WEF 2025
Soft & Employability Skills,The most common outcomes employers expect,High,WEF 2025
Emerging Technologies,Enhancing productivity of the company,High,WEF 2025
Emerging Technologies,Improving competitiveness of the company,High,WEF 2025
Emerging Technologies,Improving talent retention,High,WEF 2025
Data Science & Analytics,Increasing talent mobility across different roles,High,WEF 2025
Emerging Technologies,Attracting new or diverse talent,High,WEF 2025
Data Science & Analytics,Increasing talent mobility across different geographies,High,WEF 2025
Emerging Technologies,Workforce strategies,Very High,WEF 2025
Emerging Technologies,This chapter discusses workforce strategies that,Very High,WEF 2025
Emerging Technologies,Barriers to transformation,Very High,WEF 2025
Emerging Technologies,"Barriers to organizational transformation, 2025-2030",Very High,WEF 2025
Emerging Technologies,The second most significant perceived barrier,Very High,WEF 2025
Artificial Intelligence & Machine Learning,Talent availability outlook,High,WEF 2025
Artificial Intelligence & Machine Learning,Employers’ outlook on talent availability has,High,WEF 2025
Artificial Intelligence & Machine Learning,"However, employers remain more broadly optimistic",High,WEF 2025
Artificial Intelligence & Machine Learning,Talent availability when hiring,High,WEF 2025
Software Engineering,Talent development of existing workforce,High,WEF 2025
Emerging Technologies,Talent retention of existing workforce,High,WEF 2025
Emerging Technologies,"Talent outlook, 2025-2030",High,WEF 2025
Emerging Technologies,Expected to worsen,High,WEF 2025
Emerging Technologies,Net difference,High,WEF 2025
Emerging Technologies,Expected to improve,High,WEF 2025
Artificial Intelligence & Machine Learning,Country-specific variations in talent availability,High,WEF 2025
Emerging Technologies,"By contrast, employers in European economies",High,WEF 2025
Software Engineering,Expectations around talent development shows,High,WEF 2025
Artificial Intelligence & Machine Learning,"Talent hiring availability, by economy, 2025-2030",Moderate,WEF 2025
Emerging Technologies,Workforce strategy,Very High,WEF 2025
Emerging Technologies,Regarding adjusting the composition of their,Very High,WEF 2025
Artificial Intelligence & Machine Learning,Improving talent availability,Very High,WEF 2025
Emerging Technologies,Business practices,Very High,WEF 2025
Emerging Technologies,The importance of supporting employee health,Very High,WEF 2025
Soft & Employability Skills,"Pensions Management sector, 85% of companies",Very High,WEF 2025
Soft & Employability Skills,"The Accommodation, Food, and Leisure, and",Very High,WEF 2025
Artificial Intelligence & Machine Learning,Education and Training sectors witnessed the,Very High,WEF 2025
Emerging Technologies,Additional business practices identified as promising,Very High,WEF 2025
Emerging Technologies,"Workforce strategies, 2025-2030",Very High,WEF 2025
Emerging Technologies,Upskill workforce,Very High,WEF 2025
Emerging Technologies,Off-shore signiﬁcant parts of workforce,Very High,WEF 2025
Emerging Technologies,Supporting employee health and well-being,High,WEF 2025
Emerging Technologies,Providing effective reskilling and upskilling,High,WEF 2025
Software Engineering,Improving talent progression and promotion processes,High,WEF 2025
Emerging Technologies,Offering higher wages,High,WEF 2025
Emerging Technologies,Tapping into diverse talent pools,High,WEF 2025
Emerging Technologies,Improving working hours and overtime policies,High,WEF 2025
Emerging Technologies,Articulate business purpose and impact,High,WEF 2025
Emerging Technologies,Offering remote work across national borders,High,WEF 2025
Emerging Technologies,Supplementing childcare for working parents,High,WEF 2025
Emerging Technologies,Improving safety in the workplace,High,WEF 2025
Data Science & Analytics,Supporting workers with caregiving responsibilities,High,WEF 2025
Emerging Technologies,Supporting worker representation,High,WEF 2025
Emerging Technologies,"By contrast, articulating business purpose and",High,WEF 2025
Artificial Intelligence & Machine Learning,Talent availability: an employee perspective,High,WEF 2025
Emerging Technologies,B O X  4 . 1,High,WEF 2025
Emerging Technologies,In collaboration with ADP Research,High,WEF 2025
Emerging Technologies,The divergence is most pronounced around,High,WEF 2025
Emerging Technologies,Public policies,Very High,WEF 2025
Emerging Technologies,"Globally, when asked about the public-policy",Very High,WEF 2025
Emerging Technologies,"Kazakhstan and the Philippines, public education",Very High,WEF 2025
Emerging Technologies,"Brazil, Republic of Korea and Singapore.",Very High,WEF 2025
Emerging Technologies,Both employees and employers placed less,Very High,WEF 2025
Emerging Technologies,Employee perspective,Very High,WEF 2025
Emerging Technologies,Employer perspective,Very High,WEF 2025
Emerging Technologies,Articulating business purpose and impact,Very High,WEF 2025
Soft & Employability Skills,Pensions Management). Changes to immigration,Very High,WEF 2025
Soft & Employability Skills,"Goods; Accommodation, Food, and Leisure; and",Very High,WEF 2025
Emerging Technologies,"Electronics. Meanwhile, a quarter of respondents",Very High,WEF 2025
Emerging Technologies,Funding for reskilling and upskilling,Very High,WEF 2025
Artificial Intelligence & Machine Learning,Provision of reskilling and upskilling,Very High,WEF 2025
Emerging Technologies,Improvements to public education systems,Very High,WEF 2025
Data Science & Analytics,Flexibility on hiring and ﬁring practices,Very High,WEF 2025
Data Science & Analytics,Flexibility on setting wages,Very High,WEF 2025
Cloud Computing,Changes to immigration laws,Very High,WEF 2025
Emerging Technologies,Wage subsidies,Very High,WEF 2025
Cloud Computing,Improved transport infrastructure and services,Very High,WEF 2025
Artificial Intelligence & Machine Learning,Funding and provision of caregiver programmes,Very High,WEF 2025
Emerging Technologies,"Diversity, equity and inclusion",Very High,WEF 2025
Emerging Technologies,Eighty-three percent of surveyed employers,Very High,WEF 2025
Software Engineering,"Targeted recruitment, retention and progression initiatives",Moderate,WEF 2025
Emerging Technologies,Pay equity reviews and salary audits,Moderate,WEF 2025
Emerging Technologies,Anti-harrasment protocols,Moderate,WEF 2025
Data Science & Analytics,Support workers with caregiving responsibilities,Moderate,WEF 2025
